"Date(UTC)","UnixTimeStamp","Value"
"3/30/2023","1680134400","287973"
"3/31/2023","1680220800","280496"
"4/1/2023","1680307200","215826"
"4/2/2023","1680393600","232678"
"4/3/2023","1680480000","261169"
"4/4/2023","1680566400","296560"
"4/5/2023","1680652800","342582"
"4/6/2023","1680739200","457129"
"4/7/2023","1680825600","373135"
"4/8/2023","1680912000","416424"
"4/9/2023","1680998400","475476"
"4/10/2023","1681084800","440560"
"4/11/2023","1681171200","427368"
"4/12/2023","1681257600","455899"
"4/13/2023","1681344000","393835"
"4/14/2023","1681430400","437939"
"4/15/2023","1681516800","418906"
"4/16/2023","1681603200","402284"
"4/17/2023","1681689600","387682"
"4/18/2023","1681776000","343260"
"4/19/2023","1681862400","351500"
"4/20/2023","1681948800","297362"
"4/21/2023","1682035200","337775"
"4/22/2023","1682121600","319998"
"4/23/2023","1682208000","318794"
"4/24/2023","1682294400","291431"
